stop_lat,stop_lon,stop_id,stop_code,stop_name,zone_id,stop_url
41.254116,-8.653726,.,.,.,MAI2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=.
41.148230,-8.610760,0AAL2,0AAL2,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0AAL2
41.148160,-8.610780,0AAL4,0AAL4,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0AAL4
41.151940,-8.607110,0BLRB,0BLRB,Bolhão,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0BLRB
41.145820,-8.615370,0COR1,0COR1,Cordoaria,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR1
41.145820,-8.615370,0COR3,0COR3,Cordoaria,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR3
41.145820,-8.615370,0COR5,0COR5,Cordoaria,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR5
41.183042,-8.601187,0HSJ7,0HSJ7,Hospital S. João (urgência),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ7
41.182980,-8.600450,0HSJ8,0HSJ8,Hosp. S. João (circunvalação),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ8
41.182980,-8.600450,0HSJ9,0HSJ9,Hosp. S. João (circunvalação),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ9
41.151560,-8.610430,0TRD6,0TRD6,Trindade,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0TRD6
41.149118,-8.610010,1AL6,1AL6,Av.aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1AL6
41.205692,-8.563856,1ALDG1,1ALDG1,Alameda Da Granja,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ALDG1
41.205557,-8.564125,1ALDG2,1ALDG2,Alameda Da Granja,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ALDG2
41.236432,-8.613053,1ALT2,1ALT2,Altos,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ALT2
41.242393,-8.608547,1ATZ1,1ATZ1,Antunes Azevedo,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ATZ1
41.242423,-8.608434,1ATZ2,1ATZ2,Antunes Azevedo,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ATZ2
41.155925,-8.627762,1BS2,1BS2,Boavista - B.sucesso,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1BS2
41.154520,-8.628210,1BS3,1BS3,Boavista - B.sucesso,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1BS3
41.131652,-8.627853,1CAP1,1CAP1,Castro Portugal,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1CAP1
41.135350,-8.625340,1DAG2,1DAG2,Dr.antónio Granjo,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DAG2
41.149593,-8.617603,1DBR1,1DBR1,Diogo Brandão,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DBR1
41.125844,-8.621550,1DCM1,1DCM1,Dr. Costa Matos,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DCM1
41.129731,-8.618864,1DEV1,1DEV1,Devesas,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DEV1
41.113362,-8.612542,1FL2,1FL2,Fernão Lopes,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1FL2
41.134444,-8.539010,1GFE1,1GFE1,Gondomar (feira),GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1GFE1
41.193567,-8.696674,1ILEC1,1ILEC1,Igreja De Leça,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ILEC1
41.193808,-8.696874,1ILEC2,1ILEC2,Igreja De Leça,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ILEC2
41.124321,-8.618902,1JFT1,1JFT1,José Fontana,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1JFT1
41.145883,-8.612838,1LOI3,1LOI3,Lóios,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1LOI3
41.154309,-8.647614,1LRD1,1LRD1,Lordelo,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1LRD1
41.212505,-8.675936,1MAVO1,1MAVO1,Monte Avó,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MAVO1
41.212618,-8.676052,1MAVO2,1MAVO2,Monte Avó,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MAVO2
41.149826,-8.619795,1MGB1,1MGB1,Miguel Bombarda,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MGB1
41.130435,-8.630094,1MST1,1MST1,Machado Dos Santos,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MST1
41.126652,-8.617411,1MZA1,1MZA1,Mouzinho Albuquerque,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MZA1
41.238310,-8.608980,1NAL1,1NAL1,R. Nova Dos Altos,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1NAL1
41.238344,-8.608857,1NAL2,1NAL2,R. Nova Dos Altos,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1NAL2
41.116183,-8.609477,1PA2,1PA2,Pinto Aguiar,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PA2
41.203822,-8.565325,1PPI1,1PPI1,Parque Pícua,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PPI1
41.203737,-8.565363,1PPI2,1PPI2,Parque Pícua,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PPI2
41.114360,-8.612550,1RAS2,1RAS2,R. Da Rasa,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1RAS2
41.136045,-8.533121,1RI1,1RI1,Rua Da Igreja,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1RI1
41.144713,-8.610836,1SBNT,1SBNT,S.bento,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SBNT
41.144628,-8.610812,1SBNT1,1SBNT1,Est.s.bento,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SBNT1
41.166573,-8.649752,1SJB1,1SJB1,S. João Brito,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SJB1
41.166810,-8.649780,1SJB2,1SJB2,S. Joao Brito,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SJB2
41.131800,-8.632996,1TFL1,1TFL1,Tv. Fonte Lodosa,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1TFL1
41.144333,-8.532417,25A1,25A1,25 De Abril,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25A1
41.144282,-8.532270,25A2,25A2,25 De Abril,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25A2
41.191901,-8.503045,25AB1,25AB1,25 De Abril,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25AB1
41.191742,-8.503533,25AB2,25AB2,25 De Abril,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25AB2
41.137222,-8.633444,28J1,28J1,28 De Janeiro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=28J1
41.136714,-8.633045,28J2,28J2,28 De Janeiro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=28J2
41.225861,-8.684167,31JA3,31JA3,31 De Janeiro,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=31JA3
41.227222,-8.685444,31JA4,31JA4,31 De Janeiro,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=31JA4
41.206066,-8.528941,4CAM3,4CAM3,4 Caminhos,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=4CAM3
41.206083,-8.528833,4CAM4,4CAM4,4 Caminhos,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=4CAM4
41.225312,-8.609753,5OTB2,5OTB2,5 De Outubro,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTB2
41.225617,-8.610018,5OTB3,5OTB3,5 De Outubro,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTB3
41.217839,-8.547058,5OTR1,5OTR1,5 De Outubro,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTR1
41.217954,-8.547174,5OTR2,5OTR2,5 De Outubro,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTR2
41.199270,-8.584284,5OUT1,5OUT1,5 De Outubro,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OUT1
41.199689,-8.584745,5OUT2,5OUT2,5 De Outubro,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OUT2
41.211465,-8.532045,9AG1,9AG1,9 De Agosto,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=9AG1
41.211923,-8.532186,9AG2,9AG2,9 De Agosto,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=9AG2
41.155528,-8.586083,A25A1,A25A1,Av. 25 De Abril,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=A25A1
41.178800,-8.584070,AA1,AA1,Alto Da Areosa,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AA1
41.178703,-8.584196,AA2,AA2,Alto Da Areosa,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AA2
41.148944,-8.611278,AAL1,AAL1,Av.aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL1
41.148818,-8.610472,AAL2,AAL2,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL2
41.148528,-8.610667,AAL4,AAL4,Av.aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL4
41.148214,-8.610682,AAL5,AAL5,Av.aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL5
41.158815,-8.662331,AALB,AALB,Afonso  Albuquerque,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALB
41.192410,-8.570860,AALM1,AALM1,Antão De Almada,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALM1
41.192338,-8.570771,AALM2,AALM2,Antão Almada,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALM2
41.162712,-8.586017,AANT1,AANT1,Alameda Das Antas,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT1
41.163150,-8.585820,AANT2,AANT2,Alameda Das Antas,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT2
41.162788,-8.582250,AANT5,AANT5,Alameda Das Antas,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT5
41.167370,-8.558779,AAS1,AAS1,António  Aug.silva,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAS1
41.167611,-8.558056,AAS2,AAS2,António  Aug.silva,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAS2
41.218493,-8.613985,AAX1,AAX1,Antonio Aleixo,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAX1
41.218451,-8.614175,AAX2,AAX2,Antonio Aleixo,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAX2
41.206222,-8.665667,ABL1,ABL1,Abelheira,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABL1
41.206166,-8.665876,ABL2,ABL2,Abelheira,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABL2
41.167151,-8.654485,ABM1,ABM1,Alberto Macedo,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABM1
41.167028,-8.654583,ABM2,ABM2,Alberto Macedo,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABM2
41.214232,-8.693984,ABMG1,ABMG1,Abade Mondego,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABMG1
41.214463,-8.694089,ABMG2,ABMG2,Abade Mondego,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABMG2
41.165323,-8.643091,ABSS1,ABSS1,Av. Do Bessa,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABSS1
41.165170,-8.643270,ABSS2,ABSS2,Av. Do Bessa,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABSS2
41.162823,-8.663403,ABVT1,ABVT1,Av.da Boavista,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABVT1
41.162972,-8.663222,ABVT2,ABVT2,Av.da Boavista,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABVT2
41.220206,-8.671449,ABX1,ABX1,Aldeia  Baixo,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABX1
41.219972,-8.671667,ABX2,ABX2,Aldeia De Baixo,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABX2
41.239445,-8.621439,AC3,AC3,Altino  Coelho,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AC3
41.239453,-8.621618,AC4,AC4,Altino  Coelho,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AC4
41.177194,-8.675750,ACAR,ACAR,António  Carneiro,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACAR
41.131866,-8.663250,ACB1,ACB1,Areias Cabedelo,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACB1
41.131814,-8.662989,ACB2,ACB2,Areias Cabedelo,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACB2
41.178806,-8.684889,ACD1,ACD1,Afonso Cordeiro,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACD1
41.180332,-8.687037,ACD3,ACD3,Afonso Cordeiro,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACD3
41.109290,-8.608890,ACDR1,ACDR1,Alam. Cedro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACDR1
41.109530,-8.608890,ACDR2,ACDR2,Alameda Cedro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACDR2
41.111899,-8.653004,ACH1,ACH1,Alto Chaquedas,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACH1
41.112096,-8.652780,ACH2,ACH2,Alto Chaquedas,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACH2
41.164478,-8.610470,ACN1,ACN1,António Cândido,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACN1
41.097579,-8.634858,ACNT1,ACNT1,Alberto O Cantador,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACNT1
41.097706,-8.634776,ACNT2,ACNT2,Alberto O Cantador,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACNT2
41.177411,-8.584926,ACO1,ACO1,António Coelho,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACO1
41.176960,-8.585310,ACO2,ACO2,António Coelho,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACO2
41.159843,-8.639918,ACRD1,ACRD1,António Cardoso,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACRD1
41.159592,-8.639806,ACRD2,ACRD2,António Cardoso,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACRD2
41.166532,-8.601658,ACST2,ACST2,Álvaro Castelões,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACST2
41.171880,-8.614477,ADA2,ADA2,Arca D Água,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA2
41.170801,-8.612900,ADA3,ADA3,Arca D Água,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA3
41.171397,-8.612681,ADA4,ADA4,Arca D Água,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA4
41.171675,-8.613477,ADA5,ADA5,Arca D'água,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA5
41.239111,-8.660278,ADM1,ADM1,Altino Domingues Moreira,VCD8,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADM1
41.229622,-8.527632,ADNV1,ADNV1,Aldeia Nova,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADNV1
41.229422,-8.527953,ADNV2,ADNV2,Aldeia Nova,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADNV2
41.236983,-8.670087,AEPT1,AEPT1,Aeroporto,VCD8,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AEPT1
41.183694,-8.483972,AF1,AF1,Águas Ferreas,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AF1
41.184310,-8.484953,AF2,AF2,Águas Ferreas,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AF2
41.185512,-8.581484,AFEI1,AFEI1,Areosa (feira),MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFEI1
41.186024,-8.581204,AFEI2,AFEI2,Areosa (feira),MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFEI2
41.180644,-8.683266,AFHQ3,AFHQ3,Afonso  Henriques,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFHQ3
41.187750,-8.524917,AGAS1,AGAS1,Agost. A. Sousa,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGAS1
41.187253,-8.524949,AGAS2,AGAS2,Agostinho A. Sousa,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGAS2
41.158948,-8.634595,AGM1,AGM1,Agramonte,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGM1
41.158701,-8.634352,AGM2,AGM2,Agramonte,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGM2
41.185611,-8.486000,AGN,AGN,Aguiar Nogueira,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGN
41.123490,-8.633790,AGOM1,AGOM1,Augusto Gomes,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGOM1
41.212602,-8.594436,AGR1,AGR1,Agra,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR1
41.212443,-8.594494,AGR2,AGR2,Agra,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR2
41.214064,-8.594885,AGR3,AGR3,Rot.agra,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR3
41.214039,-8.594625,AGR4,AGR4,Rot.agra,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR4
41.136277,-8.626271,AGRO1,AGRO1,Agro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGRO1
41.136060,-8.625090,AGRO2,AGRO2,Agro,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGRO2
41.108380,-8.636577,AGU1,AGU1,Aguim,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGU1
41.108640,-8.636205,AGU2,AGU2,Aguim,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGU2
41.135683,-8.632403,AH,AH,Alex. Herculano,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AH
41.235731,-8.536591,AHRQ1,AHRQ1,D.afonso Henriques,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AHRQ1
41.236263,-8.536594,AHRQ2,AHRQ2,Afonso Henriques,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AHRQ2
41.207750,-8.647333,AJA1,AJA1,Pias (metro),MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AJA1
41.207690,-8.647277,AJA2,AJA2,Pias (metro),MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AJA2
41.122194,-8.624944,AKI1,AKI1,Aki,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AKI1
41.122111,-8.624944,AKI2,AKI2,Aki,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AKI2
41.147208,-8.610983,AL1,AL1,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL1
41.147471,-8.610932,AL2,AL2,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL2
41.146414,-8.611629,AL3,AL3,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL3
41.148155,-8.611358,AL7,AL7,Av. Aliados,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL7
41.249029,-8.608744,ALBI1,ALBI1,Alambique,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALBI1
41.248951,-8.608827,ALBI2,ALBI2,Alambique,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALBI2
41.171230,-8.666958,ALCF1,ALCF1,Alcaide Faria,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALCF1
41.170948,-8.670673,ALD1,ALD1,Aldoar Junta  Freg.,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALD1
41.170847,-8.670516,ALD2,ALD2,Aldoar Junta  Freg.,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALD2
41.224657,-8.710711,ALDN1,ALDN1,Aldeia Nova,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALDN1
41.224583,-8.710889,ALDN2,ALDN2,Aldeia Nova,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALDN2
41.240758,-8.525564,ALF,ALF,Alfena,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALF
41.184028,-8.683806,ALFC1,ALFC1,Alfredo Cunha,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFC1
41.184361,-8.684306,ALFC2,ALFC2,Alfredo Cunha,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFC2
41.143790,-8.622006,ALFG1,ALFG1,Alfândega,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFG1
41.143980,-8.622730,ALFG2,ALFG2,Alfândega,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFG2
41.240740,-8.525412,ALFN1,ALFN1,Alfena,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN1
41.241034,-8.526667,ALFN2,ALFN2,Alfena,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN2
41.240706,-8.527627,ALFN3,ALFN3,Alfena,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN3
41.141644,-8.598987,ALM1,ALM1,Alameda,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALM1
41.141700,-8.599432,ALM2,ALM2,Alameda,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALM2
41.208170,-8.696260,ALMG1,ALMG1,Almeiriga,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMG1
41.208354,-8.696431,ALMG2,ALMG2,Almeiriga,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMG2
41.104572,-8.619915,ALMT1,ALMT1,Alminhas Da Tarouquela,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMT1
41.104548,-8.619794,ALMT2,ALMT2,Alminhas Da Tarouquela,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMT2
41.100662,-8.648273,ALNV1,ALNV1,Aldeia Nova,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALNV1
41.100501,-8.648082,ALNV2,ALNV2,Aldeia Nova,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALNV2
41.124278,-8.616278,ALPR1,ALPR1,Alféres Pereira,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALPR1
41.109172,-8.617404,ALRD1,ALRD1,Alves Redol,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD1
41.109089,-8.617459,ALRD2,ALRD2,Alves Redol,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD2
41.109879,-8.617657,ALRD3,ALRD3,Alves Redol,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD3
41.109878,-8.617445,ALRD4,ALRD4,Alves Redol,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD4
41.236871,-8.612925,ALT1,ALT1, Altos,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALT1
41.132582,-8.652442,ALUM1,ALUM1,Alumiara,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALUM1
41.131406,-8.653529,ALUM2,ALUM2,Alumiara,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALUM2
41.183360,-8.687979,ALVC,ALVC,Álvaro Castelões,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALVC
41.224139,-8.695167,ALVS1,ALVS1,Joaquim Alves Silva,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALVS1
41.223917,-8.695056,ALVS2,ALVS2,Joaquim Alves Silva,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALVS2
